,Date Created,Sentiment_pred,Mode
640,2019-07-15,"[1, -1, 1, 1, 1, 1, 1, 1, -1, -1]",1
641,2019-07-16,"[1, 1, 1, 1, 1, 1, -1, -1, 1, 1]",1
642,2019-07-17,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
643,2019-07-18,"[-1, 1, 1, -1, 1, 1, -1, 1, -1, 1]",1
644,2019-07-19,"[-1, -1, -1, 1, 1, 1, 1, 1, -1, -1]",1
645,2019-07-20,"[-1, -1, 1, -1, -1, 1, -1, -1, 1, 1]",-1
646,2019-07-21,"[1, -1, 1, 1, 1, 1, 1, -1, 1, 1]",1
647,2019-07-22,"[1, -1, -1, -1, 1, 1, 1, 1, 1, -1]",1
648,2019-07-23,"[1, -1, 1, -1, 1, 1, 1, 1, -1, 1]",1
649,2019-07-24,"[-1, 1, 1, 1, -1, -1, -1, 1, 1, 1]",1
650,2019-07-25,"[1, 1, 1, 1, 1, 1, -1, 1, 1, -1]",1
651,2019-07-26,"[1, 1, 1, -1, 1, -1, -1, 1, 1, -1]",1
652,2019-07-27,"[1, 1, 1, 1, 1, 1, -1, 1, 1, -1]",1
653,2019-07-28,"[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]",1
654,2019-07-29,"[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]",1
655,2019-07-30,"[1, 1, 1, 1, 1, 1, -1, -1, -1, -1]",1
656,2019-07-31,"[1, 1, -1, -1, 1, -1, 1, 1, -1, -1]",1
657,2019-08-01,"[1, -1, -1, 1, 1, -1, -1, -1, -1, 1]",-1
658,2019-08-02,"[1, 1, -1, 1, 1, -1, -1, -1, 1, -1]",1
659,2019-08-03,"[1, 1, -1, 1, -1, 1, -1, 1, 1, -1]",1
660,2019-08-04,"[-1, 1, 1, -1, -1, -1, -1, -1, 1, 1]",-1
661,2019-08-05,"[-1, 1, -1, -1, -1, 1, 1, 1, -1, 1]",1
662,2019-08-06,"[1, 1, 1, 1, -1, -1, -1, -1, -1, -1]",-1
663,2019-08-07,"[1, -1, -1, 1, -1, -1, 1, -1, 1, 1]",1
664,2019-08-08,"[1, -1, 1, -1, 1, 1, 1, -1, 1, 1]",1
665,2019-08-09,"[-1, 1, 1, 1, 1, -1, 1, 1, -1, -1]",1
666,2019-08-10,"[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]",1
667,2019-08-11,"[1, 1, 1, -1, 1, -1, 1, 1, 1, 1]",1
668,2019-08-12,"[1, -1, -1, 1, 1, -1, 1, 1, 1, 1]",1
669,2019-08-13,"[-1, 1, 1, 1, 1, -1, -1, 1, 1, -1]",1
670,2019-08-14,"[1, -1, 1, 1, 1, -1, -1, 1, -1, -1]",1
671,2019-08-15,"[1, 1, -1, 1, -1, 1, -1, -1, -1, 1]",1
672,2019-08-16,"[1, 1, 1, 1, 1, 1, 1, -1, 1, -1]",1
673,2019-08-17,"[1, -1, 1, 1, 1, 1, -1, 1, -1, -1]",1
674,2019-08-18,"[1, -1, -1, 1, -1, 1, -1, -1, 1, -1]",-1
675,2019-08-19,"[1, 1, -1, 1, 1, 1, -1, -1, 1, -1]",1
676,2019-08-20,"[-1, -1, 1, -1, -1, 1, 1, 1, 1, 1]",1
677,2019-08-21,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
678,2019-08-22,"[-1, 1, -1, 1, 1, 1, 1, 1, 1, -1]",1
679,2019-08-23,"[1, -1, -1, 1, 1, 1, 1, -1, 1, -1]",1
680,2019-08-24,"[1, 1, -1, 1, -1, -1, 1, 1, 1, 1]",1
681,2019-08-25,"[1, 1, -1, 1, -1, 1, -1, -1, 1, -1]",1
682,2019-08-26,"[-1, -1, -1, -1, 1, -1, 1, 1, 1, 1]",1
683,2019-08-27,"[-1, -1, -1, 1, 1, 1, -1, 1, -1, 1]",1
684,2019-08-28,"[1, -1, -1, -1, -1, -1, 1, -1, 1, -1]",-1
685,2019-08-29,"[-1, -1, 1, 1, -1, -1, 1, -1, 1, 1]",1
686,2019-08-30,"[-1, 1, 1, 1, 1, 1, 1, -1, -1, -1]",1
687,2019-08-31,"[-1, -1, 1, -1, 1, -1, -1, 1, -1, 1]",-1
688,2019-09-01,"[1, 1, 1, -1, 1, -1, -1, -1, 1, 1]",1
689,2019-09-02,"[-1, -1, 1, -1, -1, -1, 1, 1, -1, 1]",-1
690,2019-09-03,"[1, -1, -1, 1, -1, -1, -1, -1, -1, 1]",-1
691,2019-09-04,"[1, 1, -1, -1, -1, 1, -1, -1, -1, 1]",-1
692,2019-09-05,"[-1, -1, 1, -1, 1, -1, 1, 1, -1, 1]",1
693,2019-09-06,"[1, 1, 1, 1, 1, -1, 1, -1, 1, -1]",1
694,2019-09-07,"[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",1
695,2019-09-08,"[1, -1, 1, 1, -1, 1, 1, 1, 1, -1]",1
696,2019-09-09,"[-1, 1, -1, 1, -1, 1, 1, 1, -1, -1]",1
697,2019-09-10,"[-1, 1, 1, 1, -1, -1, -1, -1, -1, 1]",-1
698,2019-09-11,"[1, 1, 1, -1, 1, -1, 1, 1, 1, -1]",1
699,2019-09-12,"[-1, -1, 1, -1, 1, -1, 1, -1, -1, -1]",-1
700,2019-09-13,"[1, 1, -1, -1, -1, 1, 1, -1, 1, -1]",1
701,2019-09-14,"[1, 1, 1, 1, -1, -1, 1, 1, -1, -1]",1
702,2019-09-15,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
703,2019-09-16,"[-1, -1, -1, 1, 1, 1, -1, 1, 1, -1]",1
704,2019-09-17,"[-1, -1, 1, -1, 1, -1, -1, 1, -1, -1]",-1
705,2019-09-18,"[1, 1, 1, 1, -1, -1, -1, 1, 1, 1]",1
706,2019-09-19,"[1, -1, -1, 1, 1, 1, 1, -1, 1, -1]",1
707,2019-09-20,"[-1, 1, -1, -1, 1, 1, 1, 1, -1, 1]",1
708,2019-09-21,"[-1, 1, 1, -1, 1, 1, 1, 1, -1, -1]",1
709,2019-09-22,"[1, -1, 1, 1, -1, 1, 1, 1, 1, 1]",1
710,2019-09-23,"[1, -1, -1, -1, 1, 1, -1, -1, 1, 1]",1
711,2019-09-24,"[-1, -1, -1, 1, 1, 1, -1, 1, 1, 1]",1
712,2019-09-25,"[1, -1, 1, -1, -1, -1, -1, -1, 1, -1]",-1
713,2019-09-26,"[1, -1, 1, -1, -1, 1, 1, 1, 1, 1]",1
714,2019-09-27,"[1, 1, 1, 1, -1, 1, 1, -1, -1, -1]",1
715,2019-09-28,"[1, 1, -1, 1, 1, 1, -1, 1, 1, -1]",1
716,2019-09-29,"[-1, 1, 1, 1, 1, -1, -1, -1, 1, 1]",1
717,2019-09-30,"[1, 1, 1, 1, 1, 1, 1, -1, 1, -1]",1
718,2019-10-01,"[-1, 1, 1, -1, 1, 1, 1, 1, 1, 1]",1
719,2019-10-02,"[-1, -1, -1, -1, -1, 1, -1, 1, -1, 1]",-1
720,2019-10-03,"[-1, -1, 1, 1, 1, 1, 1, 1, 1, 1]",1
721,2019-10-04,"[1, -1, -1, -1, 1, -1, -1, 1, -1, -1]",-1
722,2019-10-05,"[1, 1, -1, -1, 1, -1, -1, 1, -1, 1]",1
723,2019-10-06,"[1, 1, 1, -1, 1, 1, 1, 1, -1, 1]",1
724,2019-10-07,"[-1, 1, 1, 1, 1, -1, -1, 1, -1, -1]",1
725,2019-10-08,"[1, 1, -1, 1, 1, 1, 1, 1, -1, 1]",1
726,2019-10-09,"[-1, 1, 1, 1, -1, -1, -1, 1, 1, 1]",1
727,2019-10-10,"[-1, 1, 1, -1, -1, -1, 1, -1, 1, -1]",-1
728,2019-10-11,"[1, -1, 1, 1, 1, 1, 1, -1, -1, -1]",1
729,2019-10-12,"[1, 1, 1, 1, -1, 1, -1, 1, -1, -1]",1
730,2019-10-13,"[-1, 1, 1, 1, -1, -1, 1, 1, 1, 1]",1
731,2019-10-14,"[1, 1, -1, -1, 1, 1, 1, -1, 1, 1]",1
732,2019-10-15,"[1, 1, 1, -1, 1, 1, -1, 1, 1, -1]",1
733,2019-10-16,"[-1, 1, 1, -1, 1, -1, 1, -1, 1, -1]",1
734,2019-10-17,"[1, -1, 1, -1, 1, 1, 1, -1, 1, 1]",1
735,2019-10-18,"[1, 1, -1, 1, 1, -1, 1, -1, -1, -1]",1
736,2019-10-19,"[1, 1, 1, -1, 1, 1, -1, 1, -1, -1]",1
737,2019-10-20,"[1, 1, 1, 1, -1, 1, 1, -1, 1, 1]",1
738,2019-10-21,"[1, -1, -1, 1, 1, -1, 1, 1, 1, 1]",1
739,2019-10-22,"[-1, -1, 1, 1, -1, -1, 1, -1, -1, -1]",-1
740,2019-10-23,"[1, 1, 1, 1, -1, -1, -1, -1, -1, -1]",-1
741,2019-10-24,"[1, -1, -1, 1, 1, 1, -1, -1, -1, -1]",-1
742,2019-10-25,"[1, -1, -1, 1, 1, -1, -1, 1, -1, -1]",-1
743,2019-10-26,"[1, -1, 1, -1, 1, -1, -1, -1, 1, -1]",-1
744,2019-10-27,"[1, -1, -1, -1, -1, 1, 1, -1, -1, 1]",-1
745,2019-10-28,"[-1, 1, 1, 1, 1, 1, 1, 1, -1, 1]",1
746,2019-10-29,"[1, 1, 1, -1, -1, -1, -1, 1, 1, 1]",1
747,2019-10-30,"[-1, 1, 1, -1, 1, -1, 1, 1, 1, 1]",1
748,2019-10-31,"[1, -1, 1, -1, 1, -1, 1, -1, 1, 1]",1
749,2019-11-01,"[-1, 1, 1, 1, 1, -1, 1, -1, 1, 1]",1
750,2019-11-02,"[1, -1, -1, 1, 1, 1, 1, -1, -1, -1]",1
751,2019-11-03,"[1, 1, -1, 1, 1, -1, 1, 1, -1, -1]",1
752,2019-11-04,"[1, 1, -1, 1, 1, -1, -1, -1, 1, -1]",1
753,2019-11-05,"[1, 1, -1, 1, 1, -1, -1, 1, 1, 1]",1
754,2019-11-06,"[1, -1, 1, 1, 1, 1, -1, 1, 1, 1]",1
755,2019-11-07,"[-1, 1, -1, 1, 1, -1, -1, -1, -1, -1]",-1
756,2019-11-08,"[1, 1, 1, 1, 1, -1, -1, 1, 1, -1]",1
757,2019-11-09,"[1, 1, -1, 1, -1, 1, -1, -1, -1, -1]",-1
758,2019-11-10,"[1, 1, 1, -1, 1, -1, 1, 1, -1, 1]",1
759,2019-11-11,"[-1, 1, -1, 1, 1, 1, -1, -1, 1, -1]",1
760,2019-11-12,"[-1, 1, -1, -1, 1, 1, -1, 1, 1, -1]",1
761,2019-11-13,"[-1, -1, -1, 1, 1, -1, 1, 1, -1, 1]",1
762,2019-11-14,"[-1, 1, 1, -1, -1, 1, 1, 1, -1, 1]",1
763,2019-11-15,"[-1, -1, 1, 1, 1, -1, 1, 1, 1, -1]",1
764,2019-11-16,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, -1]",1
765,2019-11-17,"[-1, 1, 1, 1, -1, 1, 1, 1, -1, -1]",1
766,2019-11-18,"[1, -1, 1, -1, 1, -1, 1, 1, 1, -1]",1
767,2019-11-19,"[-1, 1, -1, 1, 1, 1, 1, 1, 1, 1]",1
768,2019-11-20,"[-1, 1, -1, -1, 1, -1, 1, -1, 1, 1]",1
769,2019-11-21,"[-1, 1, -1, 1, 1, 1, 1, 1, 1, 1]",1
770,2019-11-22,"[-1, -1, 1, 1, 1, 1, 1, -1, 1, -1]",1
771,2019-11-23,"[-1, 1, 1, -1, -1, -1, -1, 1, -1, -1]",-1
772,2019-11-24,"[1, -1, 1, 1, 1, -1, 1, -1, 1, 1]",1
773,2019-11-25,"[1, -1, 1, 1, 1, 1, 1, 1, -1, 1]",1
774,2019-11-26,"[1, 1, 1, 1, -1, -1, 1, 1, -1, 1]",1
775,2019-11-27,"[-1, 1, -1, -1, -1, -1, -1, 1, -1, 1]",-1
776,2019-11-28,"[-1, 1, 1, 1, 1, 1, -1, -1, -1, -1]",1
777,2019-11-29,"[1, -1, 1, 1, -1, -1, -1, 1, -1, 1]",1
778,2019-11-30,"[1, -1, 1, -1, -1, -1, -1, 1, 1, 1]",1
779,2019-12-01,"[1, 1, -1, 1, -1, 1, -1, 1, 1, 1]",1
780,2019-12-02,"[1, 1, -1, -1, -1, 1, -1, -1, -1, -1]",-1
781,2019-12-03,"[-1, 1, -1, 1, -1, 1, 1, 1, -1, -1]",1
782,2019-12-04,"[1, -1, 1, 1, -1, 1, -1, -1, -1, -1]",-1
783,2019-12-05,"[1, -1, -1, 1, 1, 1, -1, 1, 1, 1]",1
784,2019-12-06,"[1, -1, 1, -1, 1, 1, -1, -1, -1, 1]",1
785,2019-12-07,"[-1, 1, -1, -1, 1, -1, -1, 1, -1, -1]",-1
786,2019-12-08,"[1, 1, -1, 1, -1, -1, 1, 1, -1, -1]",1
787,2019-12-09,"[1, -1, -1, -1, 1, -1, -1, 1, 1, 1]",1
788,2019-12-10,"[1, -1, -1, 1, -1, 1, 1, 1, -1, 1]",1
789,2019-12-11,"[1, -1, 1, -1, 1, -1, 1, 1, -1, -1]",1
790,2019-12-12,"[-1, 1, 1, -1, -1, -1, -1, 1, 1, 1]",1
791,2019-12-13,"[1, 1, 1, -1, -1, 1, 1, -1, 1, -1]",1
792,2019-12-14,"[1, 1, -1, 1, -1, -1, -1, 1, -1, -1]",-1
793,2019-12-15,"[1, 1, -1, 1, 1, 1, 1, -1, -1, -1]",1
794,2019-12-16,"[-1, -1, 1, 1, 1, 1, 1, 1, -1, -1]",1
795,2019-12-17,"[1, 1, 1, 1, -1, 1, 1, -1, -1, -1]",1
796,2019-12-18,"[1, -1, -1, -1, -1, -1, -1, 1, 1, -1]",-1
797,2019-12-19,"[-1, -1, 1, 1, 1, -1, 1, 1, 1, 1]",1
798,2019-12-20,"[-1, -1, 1, -1, 1, -1, 1, -1, -1, 1]",-1
799,2019-12-21,"[1, 1, -1, 1, -1, 1, -1, 1, 1, 1]",1
800,2019-12-22,"[-1, 1, 1, 1, -1, 1, -1, -1, 1, 1]",1
801,2019-12-23,"[1, 1, 1, -1, 1, 1, -1, -1, -1, 1]",1
802,2019-12-24,"[-1, -1, 1, -1, 1, 1, -1, -1, 1, 1]",1
803,2019-12-25,"[-1, 1, -1, -1, -1, 1, 1, 1, -1, -1]",-1
804,2019-12-26,"[1, -1, -1, 1, -1, 1, 1, -1, -1, -1]",-1
805,2019-12-27,"[1, 1, 1, -1, 1, 1, -1, -1, 1, -1]",1
806,2019-12-28,"[1, 1, 1, 1, -1, -1, 1, 1, 1, 1]",1
807,2019-12-29,"[-1, -1, 1, 1, 1, -1, -1, 1, 1, -1]",1
808,2019-12-30,"[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1
809,2019-12-31,"[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1]",1
810,2020-01-01,"[-1, -1, 1, 1, -1, 1, 1, -1, -1, 1]",1
811,2020-01-02,"[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
812,2020-01-03,"[-1, 1, -1, -1, -1, -1, -1, -1, 1, -1]",-1
813,2020-01-04,"[1, 1, 1, -1, -1, -1, 1, 1, -1, -1]",1
814,2020-01-05,"[-1, -1, 1, 1, 1, -1, 1, 1, -1, -1]",1
815,2020-01-06,"[-1, 1, -1, 1, -1, -1, -1, 1, 1, 1]",1
816,2020-01-07,"[1, 1, -1, 1, 1, 1, 1, -1, 1, -1]",1
817,2020-01-08,"[-1, -1, 1, -1, 1, -1, -1, 1, 1, -1]",-1
818,2020-01-09,"[-1, 1, 1, 1, 1, -1, -1, -1, 1, -1]",1
819,2020-01-10,"[1, -1, 1, 1, 1, -1, 1, 1, 1, 1]",1
820,2020-01-11,"[1, 1, 1, -1, 1, -1, -1, 1, 1, -1]",1
821,2020-01-12,"[-1, 1, 1, 1, 1, 1, 1, -1, 1, 1]",1
822,2020-01-13,"[1, -1, -1, 1, 1, 1, 1, 1, 1, -1]",1
823,2020-01-14,"[1, -1, 1, -1, 1, -1, 1, 1, -1, 1]",1
824,2020-01-15,"[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]",1
825,2020-01-16,"[1, -1, 1, 1, 1, -1, -1, 1, 1, 1]",1
826,2020-01-17,"[1, 1, 1, -1, 1, 1, -1, 1, -1, -1]",1
827,2020-01-18,"[1, -1, -1, 1, 1, 1, 1, 1, -1, 1]",1
828,2020-01-19,"[1, -1, 1, 1, 1, 1, -1, 1, 1, 1]",1
829,2020-01-20,"[1, -1, -1, -1, 1, 1, -1, 1, 1, 1]",1
830,2020-01-21,"[1, 1, 1, -1, -1, 1, 1, -1, -1, -1]",1
831,2020-01-22,"[1, -1, 1, -1, -1, -1, 1, -1, -1, 1]",-1
832,2020-01-23,"[-1, -1, -1, -1, 1, 1, 1, 1, -1, -1]",-1
833,2020-01-24,"[1, 1, -1, -1, 1, -1, 1, 1, 1, 1]",1
834,2020-01-25,"[1, -1, -1, -1, -1, -1, -1, -1, 1, 1]",-1
835,2020-01-26,"[1, -1, -1, -1, 1, 1, 1, 1, -1, 1]",1
836,2020-01-27,"[-1, 1, 1, 1, 1, -1, 1, 1, 1, 1]",1
837,2020-01-28,"[-1, -1, 1, -1, -1, 1, -1, 1, 1, -1]",-1
838,2020-01-29,"[-1, -1, -1, 1, -1, 1, 1, 1, 1, 1]",1
839,2020-01-30,"[-1, 1, -1, -1, -1, 1, 1, -1, -1, 1]",-1
840,2020-01-31,"[-1, -1, 1, -1, 1, -1, 1, 1, 1, 1]",1
841,2020-02-01,"[-1, 1, -1, -1, 1, -1, -1, -1, -1, -1]",-1
842,2020-02-02,"[1, -1, 1, 1, 1, -1, 1, -1, -1, -1]",1
843,2020-02-03,"[-1, 1, 1, -1, 1, -1, 1, 1, 1, 1]",1
844,2020-02-04,"[1, -1, 1, -1, -1, -1, 1, -1, 1, 1]",1
845,2020-02-05,"[1, 1, -1, 1, -1, 1, 1, 1, -1, -1]",1
846,2020-02-06,"[1, 1, -1, -1, -1, 1, -1, 1, -1, -1]",-1
847,2020-02-07,"[1, 1, -1, 1, -1, -1, -1, 1, -1, 1]",1
848,2020-02-08,"[1, 1, 1, 1, -1, -1, 1, 1, -1, -1]",1
849,2020-02-09,"[-1, -1, 1, -1, -1, 1, 1, 1, 1, 1]",1
850,2020-02-10,"[1, 1, 1, 1, 1, 1, 1, -1, -1, 1]",1
851,2020-02-11,"[1, 1, 1, -1, -1, -1, -1, 1, 1, -1]",1
852,2020-02-12,"[-1, -1, 1, 1, 1, -1, -1, 1, 1, 1]",1
853,2020-02-13,"[1, 1, 1, 1, 1, -1, 1, 1, -1, -1]",1
854,2020-02-14,"[-1, -1, -1, -1, -1, -1, -1, 1, -1, -1]",-1
855,2020-02-15,"[-1, -1, -1, -1, 1, 1, 1, -1, -1, -1]",-1
856,2020-02-16,"[1, -1, -1, 1, 1, 1, 1, 1, -1, 1]",1
857,2020-02-17,"[1, 1, -1, -1, 1, -1, -1, -1, 1, 1]",1
858,2020-02-18,"[-1, 1, -1, 1, -1, 1, -1, -1, 1, 1]",1
859,2020-02-19,"[1, -1, -1, 1, -1, 1, 1, 1, -1, 1]",1
860,2020-02-20,"[-1, 1, 1, 1, 1, -1, -1, -1, -1, -1]",-1
861,2020-02-21,"[1, -1, 1, 1, 1, 1, 1, 1, 1, 1]",1
862,2020-02-22,"[-1, -1, 1, 1, 1, 1, 1, -1, -1, 1]",1
863,2020-02-23,"[1, 1, -1, 1, 1, -1, -1, 1, 1, -1]",1
864,2020-02-24,"[1, 1, -1, 1, -1, -1, -1, -1, -1, -1]",-1
865,2020-02-25,"[1, -1, 1, -1, -1, -1, 1, 1, 1, -1]",1
866,2020-02-26,"[1, -1, -1, -1, -1, -1, 1, -1, 1, 1]",-1
867,2020-02-27,"[1, -1, -1, 1, -1, 1, -1, -1, 1, -1]",-1
868,2020-02-28,"[-1, 1, -1, 1, -1, -1, 1, 1, -1, -1]",-1
869,2020-02-29,"[1, -1, -1, 1, -1, -1, -1, -1, -1, -1]",-1
870,2020-03-01,"[-1, -1, 1, -1, -1, -1, 1, -1, 1, -1]",-1
871,2020-03-02,"[-1, 1, 1, 1, 1, 1, -1, -1, 1, -1]",1
872,2020-03-03,"[-1, -1, -1, -1, 1, -1, 1, -1, 1, 1]",-1
873,2020-03-04,"[-1, -1, 1, 1, -1, 1, -1, -1, -1, -1]",-1
874,2020-03-05,"[-1, 1, -1, -1, -1, 1, -1, -1, -1, -1]",-1
875,2020-03-06,"[-1, -1, -1, -1, 1, -1, -1, -1, -1, -1]",-1
876,2020-03-07,"[-1, -1, 1, -1, -1, 1, 1, -1, -1, 1]",-1
877,2020-03-08,"[-1, 1, -1, -1, -1, -1, 1, -1, 1, -1]",-1
878,2020-03-09,"[-1, -1, 1, -1, -1, -1, -1, -1, 1, -1]",-1
879,2020-03-10,"[1, -1, 1, 1, -1, -1, -1, 1, 1, -1]",1
880,2020-03-11,"[-1, 1, -1, 1, -1, -1, 1, 1, 1, -1]",1
881,2020-03-12,"[-1, 1, -1, -1, -1, 1, 1, -1, 1, -1]",-1
882,2020-03-13,"[1, 1, -1, -1, -1, 1, -1, -1, -1, -1]",-1
883,2020-03-14,"[1, 1, 1, -1, -1, -1, 1, -1, -1, -1]",-1
884,2020-03-15,"[-1, 1, 1, 1, 1, -1, 1, -1, -1, -1]",1
885,2020-03-16,"[1, 1, 1, -1, -1, -1, -1, 1, -1, -1]",-1
886,2020-03-17,"[-1, 1, -1, -1, 1, -1, -1, 1, -1, -1]",-1
887,2020-03-18,"[-1, 1, 1, 1, 1, 1, -1, 1, -1, -1]",1
888,2020-03-19,"[-1, -1, -1, -1, -1, -1, 1, 1, -1, 1]",-1
889,2020-03-20,"[-1, -1, -1, 1, -1, 1, 1, 1, 1, 1]",1
890,2020-03-21,"[-1, -1, -1, 1, -1, 1, -1, -1, -1, -1]",-1
891,2020-03-22,"[-1, -1, -1, 1, 1, -1, -1, -1, -1, 1]",-1
892,2020-03-23,"[-1, 1, -1, 1, -1, 1, -1, 1, 1, 1]",1
893,2020-03-24,"[1, -1, -1, 1, -1, -1, -1, -1, 1, -1]",-1
894,2020-03-25,"[-1, -1, 1, -1, -1, -1, 1, -1, -1, -1]",-1
895,2020-03-26,"[-1, -1, -1, 1, -1, 1, 1, -1, 1, -1]",-1
896,2020-03-27,"[1, -1, -1, 1, 1, -1, -1, 1, 1, 1]",1
897,2020-03-28,"[-1, 1, -1, -1, -1, -1, -1, 1, 1, -1]",-1
898,2020-03-29,"[1, 1, -1, 1, 1, 1, 1, -1, -1, 1]",1
899,2020-03-30,"[-1, -1, -1, -1, 1, -1, 1, -1, -1, -1]",-1
900,2020-03-31,"[-1, -1, 1, -1, 1, 1, -1, 1, 1, -1]",1
901,2020-04-01,"[-1, -1, -1, -1, -1, -1, 1, -1, -1, -1]",-1
902,2020-04-02,"[1, -1, 1, -1, -1, -1, 1, -1, -1, 1]",-1
903,2020-04-03,"[-1, -1, 1, 1, -1, -1, 1, 1, 1, -1]",1
904,2020-04-04,"[1, 1, -1, 1, 1, 1, -1, -1, 1, 1]",1
905,2020-04-05,"[-1, -1, 1, -1, 1, 1, -1, -1, 1, 1]",1
906,2020-04-06,"[-1, 1, 1, -1, -1, 1, 1, -1, -1, -1]",-1
907,2020-04-07,"[-1, 1, -1, 1, -1, -1, -1, -1, 1, 1]",-1
908,2020-04-08,"[1, 1, 1, -1, -1, 1, 1, -1, 1, -1]",1
909,2020-04-09,"[-1, 1, -1, 1, -1, 1, 1, 1, 1, -1]",1
910,2020-04-10,"[-1, -1, -1, 1, 1, -1, 1, -1, -1, -1]",-1
911,2020-04-11,"[-1, -1, 1, 1, 1, -1, 1, -1, -1, -1]",-1
912,2020-04-12,"[-1, -1, -1, 1, -1, 1, 1, -1, -1, 1]",-1
913,2020-04-13,"[1, -1, -1, -1, -1, -1, -1, -1, 1, -1]",-1
914,2020-04-14,"[1, 1, -1, 1, 1, -1, 1, 1, 1, 1]",1
915,2020-04-15,"[1, 1, -1, 1, 1, -1, 1, -1, -1, 1]",1
916,2020-04-16,"[-1, -1, -1, 1, 1, 1, 1, 1, -1, -1]",1
917,2020-04-17,"[-1, 1, 1, 1, 1, 1, 1, -1, 1, 1]",1
918,2020-04-18,"[1, 1, 1, 1, -1, 1, -1, 1, -1, 1]",1
919,2020-04-19,"[-1, -1, -1, -1, -1, 1, -1, 1, 1, 1]",-1
920,2020-04-20,"[-1, 1, 1, 1, -1, -1, -1, -1, 1, -1]",-1
921,2020-04-21,"[1, 1, 1, -1, -1, -1, 1, -1, 1, 1]",1
922,2020-04-22,"[1, -1, 1, 1, 1, 1, 1, -1, 1, 1]",1
923,2020-04-23,"[1, -1, -1, -1, 1, -1, 1, 1, -1, -1]",-1
924,2020-04-24,"[1, 1, -1, -1, 1, 1, -1, 1, 1, 1]",1
925,2020-04-25,"[-1, 1, -1, -1, 1, 1, 1, -1, -1, 1]",1
926,2020-04-26,"[1, 1, 1, 1, -1, -1, 1, -1, 1, -1]",1
927,2020-04-27,"[1, 1, -1, 1, 1, 1, 1, -1, -1, 1]",1
928,2020-04-28,"[-1, -1, 1, 1, -1, 1, 1, -1, -1, -1]",-1
929,2020-04-29,"[1, -1, -1, 1, -1, 1, -1, 1, 1, 1]",1
930,2020-04-30,"[1, -1, -1, -1, -1, -1, -1, 1, 1, -1]",-1
931,2020-05-01,"[-1, 1, 1, 1, 1, 1, -1, -1, -1, -1]",1
932,2020-05-02,"[-1, 1, 1, 1, 1, -1, 1, 1, -1, -1]",1
933,2020-05-03,"[-1, 1, 1, -1, 1, -1, -1, 1, 1, -1]",1
934,2020-05-04,"[1, 1, -1, 1, 1, 1, -1, 1, -1, 1]",1
935,2020-05-05,"[-1, -1, 1, 1, -1, -1, -1, 1, 1, 1]",1
936,2020-05-06,"[1, -1, 1, 1, -1, -1, 1, 1, -1, -1]",1
937,2020-05-07,"[1, 1, 1, 1, -1, -1, 1, -1, 1, -1]",1
938,2020-05-08,"[1, 1, -1, -1, 1, 1, 1, -1, 1, 1]",1
939,2020-05-09,"[1, -1, -1, 1, 1, 1, 1, -1, 1, 1]",1
940,2020-05-10,"[1, 1, 1, -1, -1, -1, -1, 1, 1, 1]",1
941,2020-05-11,"[-1, 1, 1, -1, 1, 1, 1, -1, -1, 1]",1
942,2020-05-12,"[1, -1, 1, 1, 1, -1, 1, -1, 1, -1]",1
943,2020-05-13,"[1, 1, 1, 1, -1, -1, 1, 1, 1, 1]",1
944,2020-05-14,"[-1, 1, -1, -1, -1, 1, 1, -1, 1, 1]",1
945,2020-05-15,"[1, 1, -1, -1, -1, 1, 1, -1, -1, 1]",1
946,2020-05-16,"[1, 1, -1, 1, 1, -1, 1, -1, 1, -1]",1
947,2020-05-17,"[1, -1, 1, 1, -1, 1, 1, 1, 1, 1]",1
948,2020-05-18,"[-1, -1, -1, -1, -1, 1, -1, -1, 1, 1]",-1
949,2020-05-19,"[-1, -1, -1, -1, -1, -1, 1, 1, 1, 1]",-1
950,2020-05-20,"[-1, -1, 1, 1, 1, 1, -1, -1, 1, 1]",1
951,2020-05-21,"[1, 1, -1, -1, -1, -1, 1, 1, 1, 1]",1
952,2020-05-22,"[1, 1, 1, 1, 1, -1, 1, 1, -1, -1]",1
953,2020-05-23,"[1, -1, -1, 1, 1, 1, -1, -1, -1, -1]",-1
954,2020-05-24,"[1, 1, 1, -1, -1, 1, -1, -1, 1, -1]",1
955,2020-05-25,"[-1, 1, 1, 1, 1, 1, 1, -1, -1, 1]",1
956,2020-05-26,"[-1, -1, -1, 1, 1, -1, 1, -1, 1, -1]",-1
957,2020-05-27,"[-1, 1, -1, 1, -1, -1, -1, 1, -1, 1]",-1
958,2020-05-28,"[-1, -1, 1, 1, -1, 1, -1, -1, 1, -1]",-1
